'account_number','service_class','service_index','oc_class','char1','char2'
'7048209010',S004,'800010588','60804001',X,''
'7048209010',S004,'800010589','60804001',X,''
'7048209010',S004,'800010584','60804001',X,''
'7048209010',S004,'800010583','60401018',X,''
'7048209010',S004,'800010583','60401018',X,X
'7048209010',S004,'800010589','60401018',X,''
'7048209010',S004,'800006662','60804001',X,''
'7048209010',S004,'800006662','60401018','',X
'7048209010',S004,'800006330','60804001',X,''
'7048209010',S004,'800010651','60401018','',X
'7048209010',S004,'800010588','60401018','',X
'7048209010',S004,'800010583','60401018','',X
'7048209010',S004,'800006662','60401018',X,X
'7048209010',S004,'800010586','60401018','',X
'7048209010',S004,'800010588','60401018',X,X
'7048209010',S004,'800010589','60401018',X,X
'7048209010',S004,'800010586','60401018',X,X
'7048209010',S004,'800010588','91507998',X,''
'7048209010',S004,'800010589','91507998',X,''
'7048209010',S004,'800010586','91507998',X,''
'7048209010',S004,'800010589','60401018','',X
'7048209010',S004,'800010584','60401018',X,X
'7048209010',S004,'800007377','60401109',X,''
'7048209010',S004,'800010584','91507998',X,''
'7048209010',S004,'800010584','60401018','',X
'7048209010',S004,'800008830','91507998',X,''
'7048209010',S004,'800006330','60401018',X,X
'7048209010',S036,'800001774','60401018',X,''
'7048209010',S036,'800007397','60401018',X,''
'7048209010',S004,'800006287','60401018',X,''
'7048209010',S004,'800008769','60401018',X,X
'7048209010',S004,'800007556','60401018','',X
'7048209010',S004,'800007556','60401018',X,X
'7048209010',S004,'800007554','60401018','',X
'7048209010',S004,'800007554','60401018',X,''
'7048209010',S004,'800007554','60401018',X,X
'7048209010',S004,'800006662','91507998',X,''
'7048209010',S004,'800003371','60401018','',X
'7048209010',S004,'800007556','60804001',X,''
'7048209010',S004,'800007554','60804001',X,''
'7048209010',S036,'800003250','60804001',X,''
'7048209010',S036,'800007397','60804001',X,''
'7048209010',S004,'800006330','91507998',X,''
'7048209010',S004,'800007556','91507998',X,''
'7048209010',S004,'800007554','91507998',X,''
'7048209010',S004,'800007644','60401018',X,''
'7048209010',S004,'800007501','60401018','',X
'7048209010',S036,'800007313','60804001',X,''
'7048209010',S036,'800007313','60401018',X,''
'7048209010',S036,'800007313','60401018','',X
'7048209010',S036,'800007313','60401018',X,X
'7048209010',S036,'800007313','91507998',X,''
'7048209010',S036,'800007312','60804001',X,''
'7048209010',S036,'800007312','60401018',X,''
'7048209010',S036,'800007312','60401018','',X
'7048209010',S036,'800007312','60401018',X,X
'7048209010',S036,'800007312','91507998',X,''
'7048209010',S036,'800001828','60401018',X,''
'7048209010',S036,'800001855','60401018',X,''
'7048209010',S004,'800003371','60401018',X,X
'7048209010',S004,'800010583','91507998',X,''
'7048209010',S079,'800007397','60804001',X,''
'7048209010',S036,'800010740','60401018',X,''
'7048209010',S036,'800010740','60401018','',X
'7048209010',S004,'800008765','91507998',X,''
'7048209010',S004,'800007267','60401018',X,''
'7048209010',S004,'800007267','60401018',X,X
'7048209010',S004,'800007267','60401018','',X
'7048209010',S004,'800010589','60401099',X,''
'7048209010',S004,'800010588','60401099',X,''
'7048209010',S004,'800002131','60401018','',X
'7048209010',S004,'800002131','60401018',X,X
'7048209010',S004,'800011140','60401018',X,''
'7048209010',S004,'800008768','60401099',X,''
'7048209010',S004,'800008768','91507998',X,''
'7048209010',S036,'800007662','60804001',X,''
'7048209010',S036,'800007662','60401018',X,''
'7048209010',S036,'800007662','60401018','',X
'7048209010',S001,'800007312','60804001',X,''
'7048209010',S001,'800007312','60401018',X,''
'7048209010',S001,'800007312','60401018','',X
'7048209010',S001,'800007312','60401018',X,X
'7048209010',S001,'800007313','60804001',X,''
'7048209010',S001,'800007313','60401018',X,''
'7048209010',S001,'800007313','60401018','',X
'7048209010',S001,'800007313','60401018',X,X
'7048209010',S004,'800007721','60401018',X,''
'7048209010',S004,'800007761','60804001',X,''
'7048209010',S004,'800007761','60401018','',X
'7048209010',S004,'800007761','60401018',X,''
'7048209010',S004,'800007761','60401018',X,X
'7048209010',S036,'800007397','60401018','',X
'7048209010',S036,'800003261','60401018','',X
'7048209010',S036,'800003254','60401018','',X
'7048209010',S036,'800003250','60401018','',X
'7048209010',S036,'800001774','60401018','',X
'7048209010',S004,'800001773','60401099',X,''
'7048209010',S004,'800006286','60401018',X,''
'7048209010',S004,'800006286','60401018','',X
'7048209010',S004,'800000712','60401018',X,''
'7048209010',S004,'800000712','60401018','',X
'7048209010',S004,'800006285','60401018',X,''
'7048209010',S004,'800006285','60401018',X,X
'7048209010',S004,'800007477','91507998',X,''
'7048209010',S001,'800007377','60804001',X,''
'7048209010',S001,'800007377','60401018',X,X
'7048209010',S001,'800007377','60401018',X,''
'7048209010',S001,'800007377','60401018','',X
'7048209010',S004,'800007267','60804001',X,''
'7048209010',S079,'800001855','60804001',X,''
'7048209010',S079,'800001821','60804001',X,''
'7048209010',S004,'800006662','60401099',X,''
'7048209010',S076,'800001821','91507998',X,''
'7048209010',S076,'800001821','60804001',X,''
'7048209010',S076,'800001821','60401018',X,''
'7048209010',S079,'800001931','60804001',X,''
'7048209010',S004,'800008832','60804001',X,''
'7048209010',S001,'800007377','91507998',X,''
'7048209010',S001,'800007312','91507998',X,''
'7048209010',S001,'800007313','91507998',X,''
'7048209010',S004,'800010272','60401018',X,''
'7048209010',S004,'800010272','60401018',X,X
'7048209010',S004,'800007489','60401018',X,X
'7048209010',S004,'800007489','60401018',X,''
'7048209010',S004,'800007481','60804001',X,''
'7048209010',S004,'800007313','60401109',X,''
'7048209010',S004,'800007312','60401109',X,''
'7048209010',S004,'800008831','60804001',X,''
'7048209010',S004,'800008831','60401018',X,X
'7048209010',S004,'800008831','60401018',X,''
'7048209010',S004,'800009391','60804001',X,''
'7048209010',S004,'800010281','60401018',X,''
'7048209010',S004,'800008832','60401018',X,''
'7048209010',S004,'800007501','91507998',X,''
'7048209010',S004,'800009452','60401018',X,''
'7048209010',S004,'800007644','60804001',X,''
'7048209010',S005,'800002436','60401018',X,''
'7048209010',S005,'800002436','60401018',X,X
'7048209010',S004,'800008764','91507998',X,''
'7048209010',S004,'800006183','60401099',X,''
'7048209010',S004,'800006183','60401018',X,X
'7048209010',S004,'800006183','60401018',X,''
'7048209010',S004,'800010272','60401018','',X
'7048209010',S004,'800010272','60804001',X,''
'7048209010',S004,'800006183','60804001',X,''
'7048209010',S004,'800006183','60401018','',X
'7048209010',S001,'800007377','60401109',X,''
'7048209010',S001,'800007313','60401109',X,''
'7048209010',S001,'800008769','60804001',X,''
'7048209010',S001,'800008769','60401018',X,X
'7048209010',S001,'800008769','60401018',X,''
'7048209010',S001,'800008769','60401018','',X
'7048209010',S001,'800009391','60804001',X,''
'7048209010',S001,'800009391','60401018',X,X
'7048209010',S001,'800009391','60401018',X,''
'7048209010',S001,'800009391','60401018','',X
'7048209010',S001,'800008767','60804001',X,''
'7048209010',S001,'800008767','60401018',X,X
'7048209010',S001,'800008767','60401018',X,''
'7048209010',S001,'800008767','60401018','',X
'7048209010',S001,'800008768','60804001',X,''
'7048209010',S001,'800008768','60401018',X,''
'7048209010',S001,'800008768','60401018',X,X
'7048209010',S001,'800008768','60401018','',X
'7048209010',S001,'800008766','60401018',X,X
'7048209010',S001,'800008766','60401018',X,''
'7048209010',S004,'800007644','60401018',X,X
'7048209010',S004,'800007461','60804001',X,''
'7048209010',S004,'800007461','60401018',X,''
'7048209010',S001,'800008766','60804001',X,''
'7048209010',S004,'800010901','60401018',X,''
'7048209010',S004,'800010901','60804001',X,''
'7048209010',S064,'800005015','60401018',X,''
'7048209010',S064,'800005015','60401018',X,X
'7048209010',S064,'800001931','60401018',X,''
'7048209010',S064,'800001931','60401018',X,X
'7048209010',S005,'800001290','60804001',X,''
'7048209010',S005,'800001290','60401018',X,''
'7048209010',S005,'800001290','60401018','',X
'7048209010',S005,'800001290','60401018',X,X
'7048209010',S005,'800000717','60804001',X,''
'7048209010',S005,'800000717','60401018',X,''
'7048209010',S005,'800000717','60401018','',X
'7048209010',S005,'800000717','60401018',X,X
'7048209010',S036,'800001821','60401018','',X
'7048209010',S036,'800001821','60401018',X,X
'7048209010',S036,'800001821','91507998',X,''
'7048209010',S004,'800008764','60401109',X,''
'7048209010',S004,'800000717','91507998',X,''
'7048209010',S004,'800001290','91507998',X,''
'7048209010',S004,'800001821','60404999',X,''
'7048209010',S001,'800007477','60804001',X,''
'7048209010',S001,'800007477','60401018',X,''
'7048209010',S001,'800007477','60401018',X,X
'7048209010',S036,'800001855','60401018',X,X
'7048209010',S036,'800001855','60401018','',X
'7048209010',S004,'800009391','60401018',X,''
'7048209010',S004,'800009391','60401018',X,X
'7048209010',S004,'800009391','60401018','',X
'7048209010',S036,'800001828','60804001',X,''
'7048209010',S004,'800007447','60401109',X,''
'7048209010',S004,'800008765','60401109',X,''
'7048209010',S004,'800002436','60401109',X,''
'7048209010',S004,'800001823','60804001',X,''
'7048209010',S004,'800007481','60401018','',X
'7048209010',S004,'800008764','60401099',X,''
'7048209010',S004,'800008831','60401018','',X
'7048209010',S004,'800010281','60804001',X,''
'7048209010',S004,'800007556','60401099',X,''
'7048209010',S004,'800009542','60804001',X,''
'7048209010',S064,'800001855','60401018','',X
'7048209010',S064,'800001855','60401018',X,X
'7048209010',S064,'800001855','60401018',X,''
'7048209010',S064,'800003254','60401018','',X
'7048209010',S064,'800003254','60401018',X,X
'7048209010',S064,'800003254','60401018',X,''
'7048209010',S064,'800003261','60401018','',X
'7048209010',S064,'800003261','60401018',X,X
'7048209010',S064,'800003261','60401018',X,''
'7048209010',S001,'800007477','60401018','',X
'7048209010',S064,'800001774','60804001',X,''
'7048209010',S064,'800001774','60401018',X,''
'7048209010',S004,'800005581','60401018',X,''
'7048209010',S004,'800005010','60804001',X,''
'7048209010',S004,'800005010','60401018',X,''
'7048209010',S004,'800005010','60401018',X,X
'7048209010',S001,'800007477','60401099',X,''
'7048209010',S001,'800007477','60401109',X,''
'7048209010',S064,'800005015','60401018','',X
'7048209010',S004,'800009631','60804001',X,''
'7048209010',S004,'800009631','60401018',X,''
'7048209010',S004,'800009631','60401018','',X
'7048209010',S004,'800009631','60401018',X,X
'7048209010',S036,'800001773','60401018',X,X
'7048209010',S036,'800001773','91507998',X,''
'7048209010',S001,'800007447','60804001',X,''
'7048209010',S001,'800007447','60401018',X,''
'7048209010',S001,'800007447','60401018',X,X
'7048209010',S001,'800007447','60401018','',X
'7048209010',S004,'800001823','60401018',X,X
'7048209010',S004,'800001823','60401018',X,''
'7048209010',S036,'800001931','60401018',X,''
'7048209010',S001,'800008766','60401018','',X
'7048209010',S005,'800002436','91507998',X,''
'7048209010',S005,'800002436','60804001',X,''
'7048209010',S005,'800002436','60401018','',X
'7048414960',S036,'800007361','60804001',X,''
'7048414960',S036,'800002266','60401018',X,''
'7048414960',S036,'800002266','60804001',X,''
'7048414960',S036,'800002266','60401018',X,X
'7048414960',S036,'800002266','61908996','',X
'7048414960',S036,'800005014','60401018',X,''
'7048414960',S036,'800005014','60401018',X,X
'7048414960',S036,'800006391','60401018',X,X
'7048414960',S036,'800006391','60401018',X,''
'7048414960',S036,'800007361','60401018',X,X
'7048414960',S036,'800007361','60401018',X,''
'7048414960',S036,'800006391','60804001',X,''
'7048414960',S036,'800007317','60804001',X,''
'7048414960',S036,'800007317','60401018',X,''
'7048414960',S036,'800007317','60401018',X,X
'7048414960',S036,'800007317','60401018','',X
'7048414960',S036,'800002266','60401018','',X
'7048414960',S036,'800007720','60804001',X,''
'7048414960',S036,'800005014','60804001',X,''
'7048414960',S004,'800005014','60401018',X,''
'7048414960',S004,'800007361','60804001',X,''
'7048414960',S036,'800007317','61908996','',X
'7048414960',S036,'800007465','60804001',X,''
'7048414960',S036,'800007465','60401018',X,''
'7048414960',S036,'800007465','60401018',X,X
'7048414960',S036,'800007465','60401018','',X
'7048414960',S004,'800005014','60804001',X,''
'7048414960',S036,'800006391','61908996','',X
'7048414960',S036,'800006391','60401018','',X
'7048414960',S036,'800006391','60401099',X,''
'7048414960',S036,'800006391','91507998',X,''
'7048414960',S036,'800007740','60804001',X,''
'7048414960',S036,'800007361','60401018','',X
'7048414960',S036,'800007720','60401018',X,''
'7048414960',S036,'800007720','60401018',X,X
'7048414960',S004,'800007317','60804001',X,''
'7048414960',S036,'800007317','60401099',X,''
'7048414960',S036,'800007317','91507998',X,''
'7048414960',S036,'800002266','60401099',X,''
'7048414960',S036,'800007720','61908996','',X
'7048414960',S036,'800010710','60401018',X,''
'7048414960',S036,'800010710','60401018',X,X
'7048414960',S004,'800007317','60401018',X,''
'7048414960',S004,'800007317','60401018',X,X
'7048414960',S004,'800007317','60401018','',X
'7048414960',S004,'800007317','61908996','',X
'7048414960',S004,'800007317','60401099',X,''
'7048414960',S036,'800007361','61908996','',X
'7048414960',S036,'800003662','60804001',X,''
'7048414960',S036,'800007361','91507998',X,''
'7048414960',S036,'800010711','60804001',X,''
'7048414960',S036,'800002266','91507998',X,''
'7048414960',S038,'800007361','60401018',X,X
'7048414960',S038,'800007361','60401018',X,''
'7048414960',S038,'800007361','60804001',X,''
'7048414960',S025,'800002266','61908996','',X
'7048414960',S025,'800002266','60804001',X,''
'7048414960',S025,'800002266','60401018',X,''
'7048414960',S025,'800002266','60401018',X,X
'7048414960',S025,'800002266','60401018','',X
'7048414960',S036,'800007515','91507998',X,''
'7048414960',S036,'800007515','60804001',X,''
'7048414960',S036,'800007515','60401018',X,''
'7048414960',S036,'800007515','60401018','',X
'7048414960',S036,'800007515','60401018',X,X
'7048414960',S025,'800002266','91507998',X,''
'7048414960',S036,'800010710','60401018','',X
'7048414960',S001,'800007317','60401018',X,''
'7048414960',S004,'800010711','60401018','',X
'7048414960',S004,'800010711','60401018',X,''
'7048414960',S004,'800010711','60804001',X,''
'7048414960',S036,'800010711','60401018',X,''
'7048414960',S038,'800007317','60804001',X,''
'7048414960',S038,'800007317','60401018',X,''
'7048414960',S038,'800007317','60401018',X,X
'7048414960',S038,'800007317','60401018','',X
'7048414960',S036,'800009900','60804001',X,''
'7048414960',S079,'800010711','60804001',X,''
'7048414960',S036,'800006778','60401018','',X
'7048414960',S036,'800006778','60401018',X,''
'7048414960',S036,'800007319','60401018',X,X
'7048414960',S036,'800007319','60401018',X,''
'7048414960',S036,'800007259','60401018',X,''
'7048414960',S036,'800007259','60401018','',X
'7048414960',S036,'800007259','60804001',X,''
'7048414960',S036,'800007537','60804001',X,''
'7048414960',S036,'800007537','60401018',X,''
'7048414960',S036,'800007537','60401018','',X
'7048414960',S036,'800007537','60401018',X,X
'7048414960',S036,'800007537','91507998',X,''
'7048414960',S036,'800007539','60804001',X,''
'7048414960',S036,'800007539','60401018','',X
'7048414960',S036,'800007539','60401018',X,''
'7048414960',S036,'800007539','60401018',X,X
'7048414960',S001,'800002266','60804001',X,''
'7048414960',S036,'800007476','60804001',X,''
'7048414960',S036,'800007319','60804001',X,''
'7048414960',S079,'800003662','60804001',X,''
'7048414960',S036,'800008502','60401018',X,X
'7048414960',S036,'800008502','60401018',X,''
'7048414960',S036,'800008502','60401018','',X
'7048414960',S036,'800007259','60401018',X,X
'7048414960',S036,'800007319','60401018','',X
'7048414960',S036,'800007534','60401109',X,''
'7048414960',S036,'800007476','60401018',X,''
'7048414960',S036,'800007476','60401018',X,X
'7048414960',S036,'800004230','61908996','',X
'7048414960',S036,'800004230','60401018',X,''
'7048414960',S036,'800004230','60401018',X,X
'7048414960',S036,'800005001','60401018',X,''
'7048414960',S036,'800007476','60401018','',X
'7048414960',S036,'800007720','91507998',X,''
'7048414960',S036,'800006050','60804001',X,''
'7048414960',S036,'800006050','60401018',X,''
'7048414960',S036,'800006050','60401018',X,X
'7048414960',S036,'800005014','60401018','',X
'7048414960',S001,'800007317','60804001',X,''
'7048414960',S001,'800007317','60401018',X,X
'7048414960',S001,'800007317','60401018','',X
'7048414960',S004,'800003662','60401018',X,''
'7048414960',S036,'800005014','61908996','',X
'7048414960',S001,'800007317','61908996','',X
'7048414960',S036,'800007539','91507998',X,''
'7048414960',S036,'800007259','61908996','',X
'7048414960',S036,'800006778','60804001',X,''
'7048414960',S001,'800007317','91507998',X,''
'7048414960',S036,'800007476','61908996','',X
'7048414960',S079,'800005014','60804001',X,''
'7048414960',S036,'800007466','60804001',X,''
'7048414960',S036,'800007466','60401018',X,X
'7048414960',S036,'800007466','60401018',X,''
'7048414960',S036,'800007466','60401018','',X
'7048414960',S004,'800007466','60804001',X,''
'7048414960',S004,'800007466','60401018',X,''
'7048414960',S004,'800007466','60401018','',X
'7048414960',S004,'800007466','60401018',X,X
'7047504020',S001,'800003300','61907996','',''
'7047504020',S001,'800000599','61907996','',''
'7047504020',S001,'800007338','61907996','',''
'7047504020',S001,'800007315','61907996','',''
'7047504020',S001,'800007258','61907996','',''
'7047504020',S001,'800000706','61907996','',''
'7047504020',S001,'800007535','61907996','',''
'7047504020',S001,'800007310','61907996','',''
'7047504020',S001,'800008022','61907996','',''
'7047504020',S001,'800007336','61907996','',''
'7047504020',S001,'800007311','61907996','',''
'7047504020',S001,'800007626','61907996','',''
'7047504020',S001,'800007627','61907996','',''
'7047504020',S001,'800007318','61907996','',''
'7047504020',S001,'800003296','61907996','',''
'7047504020',S001,'800010243','61907996','',''
'7047504020',S001,'800010242','61907996','',''
'7047504020',S001,'800007629','61907996','',''
'7047504020',S001,'800007335','61907996','',''
'7047504020',S001,'800003301','61907996','',''
'7047504020',S036,'800008022','61907996','',''
'7047504020',S001,'800003299','61907996','',''
'7047504020',S001,'800003297','61907996','',''
'7047504020',S005,'800007315','61907996','',''
'7047504020',S004,'800007535','61907996','',''
'7047504020',S004,'800007336','61907996','',''
'7047504020',S004,'800008022','61907996','',''
'7047504020',S004,'800007318','61907996','',''
'7047504020',S004,'800007311','61907996','',''
'7047504020',S004,'800007310','61907996','',''
'7048406020',S012,'800006222','','',''
'7048406020',S012,'800006222','61907996','',''
'7048406020',S012,'800006222','62001M01','',''
'7048406020',S012,'800006222','60804001','',''
'7048406020',S012,'800006221','60401018','',''
'7048406020',S012,'800006981','60401018','',''
'7048406020',S012,'800006221','61907996','',''
'7048406020',S012,'800010851','60401018','',''
'7048406020',S012,'800010850','60401018','',''
'7048406020',S012,'800010852','','',''
'7048406020',S012,'800010855','','',''
'7048406020',S012,'800010852','60401018','',''
'7048406020',S012,'800010852','61907996','',''
'7048406020',S012,'800010855','60404999','',''
'7048406020',S012,'800010855','61907996','',''
'7048406020',S012,'800010851','61907996','',''
'7048406020',S012,'800010851','','',''
'7048406020',S012,'800006222','60401018','',''
'7048406020',S012,'800006222','60404999','',''
'7048406020',S012,'800006221','62001M01','',''
'7048406020',S012,'800006221','60404999','',''
,Класс услуги,Услуга,Класс ОС,Признак "Использование в основной деятельности",Признак "Способ использования"
,S079,'800007547','60804001',X,''
,S079,'800007543','60804001',X,''
,S079,'800007545','60804001',X,''
,S079,'800007541','60804001',X,''
,S079,'800007546','60804001',X,''
,S079,'800007548','60804001',X,''
,S079,'800010274','60804001',X,''
,S004,'800007545','60804001',X,''
,S004,'800007547','60804001',X,''
,S004,'800007548','60804001',X,''
,S004,'800007543','60804001',X,''
,S004,'800007541','60804001',X,''
,S004,'800007546','60804001',X,''
,S079,'800007542','60804001',X,''
,S079,'800007549','60804001',X,''
,S079,'800007550','60804001',X,''
,S036,'800007543','60804001',X,''
,S079,'800007552','60804001',X,''
,S036,'800007547','60804001',X,''
,S036,'800007548','60804001',X,''
,S036,'800007541','60804001',X,''
,S079,'800007544','60804001',X,''
,S036,'800007546','60804001',X,''
,S079,'800010470','60804001',X,''
,S036,'800007545','60804001',X,''
,S004,'800007549','60804001',X,''
,S079,'800011151','60804001',X,''
,S036,'800007549','60804001',X,''
,S070,'800007549','60804001',X,''
,S036,'800010470','60804001',X,''
Счет главной книги,Класс услуги,Услуга,Класс ОС,Признак "Использование в основной деятельности",Признак "Способ использования"
'7047504010',S001,'800003300','61908996','',X
'7047504010',S001,'800007338','61908996','',X
'7047504010',S001,'800007315','61908996','',X
'7047504010',S001,'800007311','61908996','',X
'7047504010',S001,'800007258','61908996','',X
'7047504010',S001,'800000706','61908996','',X
'7047504010',S001,'800000599','61908996','',X
'7047504010',S001,'800000023','61908996','',X
'7047504010',S001,'800008022','61908996','',X
'7047504010',S001,'800007318','61908996','',X
'7047504010',S001,'800007626','61908996','',X
'7047504010',S001,'800007631','61908996','',X
'7047504010',S001,'800007310','61908996','',X
'7047504010',S001,'800003301','61908996','',X
'7047504010',S004,'800008022','61908996','',X
'7047504010',S004,'800007318','61908996','',X
'7047504010',S004,'800007315','61908996','',X
'7047504010',S001,'800007535','61908996','',X
'7047504010',S001,'800003296','61908996','',X
'7047504010',S001,'800007335','61908996','',X
'7047504010',S001,'800007336','61908996','',X
'7047504010',S063,'800007299','61908996','',X
'7047504010',S036,'800008022','61908996','',X
'7047504010',S001,'800006393','61908996','',X
'7047504010',S001,'800007629','61908996','',X
'7047504010',S005,'800007315','61908996','',X
'7047504010',S005,'800008022','61908996','',X
'7047504010',S036,'800007315','61908996','',X
'7047504010',S001,'800003299','61908996','',X
'7047504010',S001,'800003297','61908996','',X
'7047504010',S001,'800010110','61908996','',X
'7047504010',S001,'800007339','61908996','',X
Счет главной книги,Класс услуги,Услуга,Класс ОС,Признак "Использование в основной деятельности",Признак "Способ использования"
'7048406010',S012,'800006222','60401018',X,''
'7048406010',S012,'800006222','60804001',X,''
'7048406010',S012,'800006222','60401018',X,X
'7048406010',S012,'800006222','91507998',X,''
'7048406010',S012,'800006222','60401099',X,''
'7048406010',S012,'800006222','60401018','',X
'7048406010',S012,'800006222','61908996','',X
'7048406010',S012,'800006221','60401018',X,X
'7048406010',S012,'800006221','60401018',X,''
'7048406010',S012,'800006221','60804001',X,''
'7048406010',S012,'800006981','60401018',X,''
'7048406010',S012,'800006981','60401018',X,X
'7048406010',S012,'800006981','60804001',X,''
'7048406010',S012,'800006221','60401018','',X
'7048406010',S012,'800007417','60804001',X,''
'7048406010',S012,'800007417','60401018',X,''
'7048406010',S012,'800007416','60804001',X,''
'7048406010',S012,'800006221','61908996','',X
'7048406010',S012,'800010852','60804001',X,''
'7048406010',S012,'800010852','60401018',X,''
'7048406010',S012,'800010850','60804001',X,''
'7048406010',S012,'800010851','60401018',X,''
'7048406010',S012,'800010851','60401018',X,X
'7048406010',S012,'800010851','60804001',X,''
'7048406010',S012,'800010850','60401018',X,''
'7048406010',S012,'800010850','60401018',X,X
'7048406010',S012,'800010851','60401018','',X
'7048406010',S012,'800010850','60401018','',X
'7048406010',S012,'800010852','60401018','',X
'7048406010',S012,'800010852','60401018',X,X
'7048406010',S012,'800010855','60804001',X,''
'7048406010',S012,'800010855','60401018',X,''
'7048406010',S012,'800010855','60401018',X,X
'7048406010',S012,'800010855','60401018','',X
'7048406010',S012,'800010855','60401099',X,''
'7048406010',S012,'800010855','91507998',X,''
'7048406010',S012,'800010855','61908996','',X
'7048406010',S012,'800010852','91507998',X,''
'7048406010',S012,'800010852','61908996','',X
'7048406010',S012,'800010851','61908996','',X
'7048406010',S005,'800006222','60401018',X,''
'7048406010',S005,'800006222','60401018',X,X
Счет главной книги,Класс услуги,Услуга,Класс ОС,Признак "Использование в основной деятельности",Признак "Способ использования"
'7047505010',S004,'800003254','61908996','',X
'7047505010',S004,'800003261','61908996','',X
'7047505010',S004,'800003306','61908996','',X
'7047505010',S004,'800007377','61908996','',X
'7047505010',S004,'800003262','61908996','',X
'7047505010',S004,'800007313','61908996','',X
'7047505010',S004,'800001820','61908996','',X
'7047505010',S004,'800006184','61908996','',X
'7047505010',S004,'800001855','61908996','',X
'7047505010',S004,'800006282','61908996','',X
'7047505010',S004,'800001821','61908996','',X
'7047505010',S004,'800003250','61908996','',X
'7047505010',S004,'800001918','61908996','',X
'7047505010',S004,'800007611','61908996','',X
'7047505010',S004,'800007312','61908996','',X
'7047505010',S064,'800005015','61908996','',X
'7047505010',S004,'800001931','61908996','',X
'7047505010',S004,'800001774','61908996','',X
'7047505010',S004,'800007447','61908996','',X
'7047505010',S004,'800006215','61908996','',X
'7047505010',S064,'800005010','61908996','',X
'7047505010',S004,'800007446','61908996','',X
'7047505010',S004,'800007555','61908996','',X
'7047505010',S004,'800007662','61908996','',X
'7047505010',S004,'800008766','61908996','',X
'7047505010',S004,'800008768','61908996','',X
'7047505010',S004,'800008767','61908996','',X
'7047505010',S004,'800010284','61908996','',X
'7047505010',S004,'800002436','61908996','',X
'7047505010',S004,'800006185','61908996','',X
'7047505010',S004,'800007481','61908996','',X
'7047505010',S004,'800007397','61908996','',X
'7047505010',S064,'800008560','61908996','',X
'7047505010',S064,'800007478','61908996','',X
'7047505010',S004,'800000717','61908996','',X
'7047505010',S004,'800001773','61908996','',X
'7047505010',S004,'800006330','61908996','',X
'7047505010',S004,'800001290','61908996','',X
'7047505010',S004,'800001828','61908996','',X
'7047505010',S004,'800006662','61908996','',X
'7047505010',S004,'800010651','61908996','',X
'7047505010',S004,'800010588','61908996','',X
'7047505010',S004,'800010589','61908996','',X
'7047505010',S004,'800010586','61908996','',X
'7047505010',S004,'800007556','61908996','',X
'7047505010',S004,'800007554','61908996','',X
'7047505010',S004,'800008765','61908996','',X
'7047505010',S004,'800010584','61908996','',X
'7047505010',S004,'800010583','61908996','',X
'7047505010',S036,'800007662','61908996','',X
'7047505010',S064,'800007393','61908996','',X
'7047505010',S004,'800007467','61908996','',X
'7047505010',S004,'800006286','61908996','',X
'7047505010',S004,'800000712','61908996','',X
'7047505010',S004,'800007477','61908996','',X
'7047505010',S001,'800007377','61908996','',X
'7047505010',S001,'800007312','61908996','',X
'7047505010',S001,'800007313','61908996','',X
'7047505010',S004,'800007501','61908996','',X
'7047505010',S005,'800007313','61908996','',X
'7047505010',S005,'800007312','61908996','',X
'7047505010',S005,'800007377','61908996','',X
'7047505010',S004,'800008764','61908996','',X
'7047505010',S064,'800001931','61908996','',X
'7047505010',S005,'800001290','61908996','',X
'7047505010',S005,'800000717','61908996','',X
'7047505010',S004,'800005010','61908996','',X
'7047505010',S064,'800005005','61908996','',X
'7047505010',S064,'800005011','61908996','',X
'7047505010',S064,'800005581','61908996','',X
'7047505010',S064,'800005012','61908996','',X
'7047505010',S004,'800009391','61908996','',X
'7047505010',S004,'800005015','61908996','',X
'7047505010',S064,'800006750','61908996','',X
'7047505010',S004,'800005581','61908996','',X
'7047505010',S001,'800007477','61908996','',X
'7047505010',S001,'800007447','61908996','',X
'7047505010',S005,'800002436','61908996','',X
'7047505010',S004,'800008830','61908996','',X
Счет главной книги,Класс услуги,Услуга,Класс ОС,Признак "Использование в основной деятельности",Признак "Способ использования"
'7048209020',S004,'800006662','60401018','',''
'7048209020',S004,'800003306','','',''
'7048209020',S004,'800003254','','',''
'7048209020',S004,'800003261','','',''
'7048209020',S004,'800003262','','',''
'7048209020',S004,'800007377','','',''
'7048209020',S004,'800001855','','',''
'7048209020',S004,'800007313','','',''
'7048209020',S004,'800006184','','',''
'7048209020',S004,'800007446','','',''
'7048209020',S004,'800001828','60401018','',''
'7048209020',S004,'800001828','','',''
'7048209020',S004,'800006282','','',''
'7048209020',S004,'800001820','','',''
'7048209020',S004,'800003250','','',''
'7048209020',S036,'800003254','','',''
'7048209020',S036,'800003261','','',''
'7048209020',S036,'800001820','','',''
'7048209020',S036,'800003250','','',''
'7048209020',S036,'800001773','','',''
'7048209020',S004,'800001821','','',''
'7048209020',S004,'800001918','','',''
'7048209020',S004,'800007611','60401018','',''
'7048209020',S004,'800007611','','',''
'7048209020',S004,'800002436','','',''
'7048209020',S004,'800007312','','',''
'7048209020',S004,'800001773','','',''
'7048209020',S004,'800007447','','',''
'7048209020',S004,'800006215','','',''
'7048209020',S004,'800007267','60401018','',''
'7048209020',S004,'800007377','60401018','',''
